employee_id,first_name,last_name,gender,state,city,hiredate,department,job_title,education_level,salary,performance_rating,overtime,birthdate,termdate
00-62415213,Mario,Cruz,Male,North Carolina,Charlotte,2020-05-17,Sales,Sales Representative,Bachelor,79897,Good,No,1960-05-11,
00-57909364,John,Wright,Female,North Carolina,Greensboro,2017-09-18,IT,Software Developer,Bachelor,78381,Satisfactory,No,1997-09-30,
00-21052165,Elizabeth,Davenport,Male,Georgia,Athens,2016-04-29,IT,Software Developer,Bachelor,111361,Good,No,1992-11-26,
00-53986016,Michael,Santos,Female,North Carolina,Greensboro,2018-05-25,Operations,Operations Manager,Master,92391,Excellent,No,1977-07-12,
00-27104632,Jessica,Campbell,Female,Florida,Tampa,2023-12-12,Sales,Sales Representative,Bachelor,64304,Excellent,No,1984-05-16,
00-35162280,William,Branch,Male,North Carolina,Greensboro,2017-08-13,IT,Software Developer,Bachelor,105308,Good,No,1977-11-28,
00-79435332,William,Buck,Male,North Carolina,Charlotte,2024-06-18,Operations,Operations Analyst,Master,78802,Good,No,1996-02-07,
00-24375039,Sarah,Howard,Female,New York,Buffalo,2015-08-07,Customer Service,Support Specialist,Bachelor,53307,Good,No,1999-03-30,
00-21088072,Kimberly,Ward,Female,Louisiana,New Orleans,2015-11-26,Customer Service,Support Specialist,Bachelor,64233,Satisfactory,No,1982-05-14,
00-24017669,Paul,Dixon,Female,Georgia,Athens,2019-04-23,Finance,Financial Analyst,Master,97927,Satisfactory,No,1989-11-19,
00-64376079,Sara,Dickerson,Female,Texas,Dallas,2024-10-18,Operations,Operations Manager,Master,115520,Satisfactory,No,1970-04-09,
00-31414850,Kevin,Torres,Male,Georgia,Atlanta,2020-11-30,Sales,Sales Specialist,Bachelor,62215,Satisfactory,Yes,1996-02-27,
00-43677518,Arthur,Carr,Male,Texas,San Antonio,2017-02-11,Sales,Sales Representative,Bachelor,60306,Satisfactory,No,1999-04-28,
00-14572943,Adam,Crawford,Male,Georgia,Athens,2015-10-07,Sales,Sales Representative,Bachelor,62411,Needs Improvement,No,1978-12-11,
00-85977896,Gabriel,Curry,Female,Ohio,Cleveland,2024-12-12,Operations,Inventory Specialist,High School,55359,Good,No,1985-08-04,
00-72384654,Gerald,Murphy,Male,Texas,San Antonio,2018-10-12,Sales,Sales Specialist,Bachelor,66666,Needs Improvement,Yes,2001-02-12,
00-17652531,Becky,Pierce,Male,North Carolina,Greensboro,2017-05-26,Customer Service,Help Desk Technician,High School,59442,Good,No,2000-01-17,
00-93512056,Alexandra,Calhoun,Male,North Carolina,Charlotte,2015-01-23,Sales,Sales Representative,Bachelor,79292,Good,Yes,1981-05-13,
00-35800639,Alan,Ross,Female,Ohio,Columbus,2018-09-06,Customer Service,Help Desk Technician,High School,66250,Good,No,1989-11-19,
00-47262863,Jennifer,Nash,Male,North Carolina,Raleigh,2016-12-16,Sales,Sales Representative,Bachelor,81497,Needs Improvement,No,1981-10-27,
00-34830780,Karen,Owens,Female,North Carolina,Raleigh,2015-07-29,IT,IT Manager,Master,126718,Needs Improvement,No,1977-02-13,
00-74977163,Stephanie,Soto,Female,North Carolina,Greensboro,2024-07-19,Operations,Inventory Specialist,Bachelor,59940,Good,No,1992-11-28,
00-20119424,Damon,Cunningham,Female,North Carolina,Greensboro,2020-12-30,Customer Service,Help Desk Technician,Bachelor,57222,Good,No,1988-01-02,
00-98283311,Michael,Matthews,Male,Texas,Dallas,2020-02-16,Sales,Sales Specialist,Bachelor,61596,Satisfactory,No,1973-04-11,
00-25866134,Tiffany,Clarke,Male,North Carolina,Raleigh,2015-02-22,Sales,Sales Specialist,Bachelor,61587,Good,No,1982-06-24,
00-31908709,Alyssa,Young,Male,Texas,Dallas,2019-08-08,Operations,Inventory Specialist,High School,54993,Good,No,1994-03-18,
00-56941657,Christopher,Sparks,Male,Texas,Dallas,2022-08-09,Sales,Sales Representative,Bachelor,59264,Good,No,1998-06-28,
00-35675826,Kevin,Davis,Female,North Carolina,Raleigh,2022-03-31,Operations,Logistics Coordinator,Bachelor,65814,Satisfactory,No,1974-07-26,
00-24867565,David,Navarro,Female,Georgia,Savannah,2017-03-14,Sales,Sales Representative,Bachelor,63739,Good,No,1979-01-29,
00-86881053,Raven,Willis,Male,North Carolina,Charlotte,2019-11-18,Customer Service,Support Specialist,Bachelor,70002,Excellent,No,1971-03-10,
00-86994454,Ryan,Curry,Male,North Carolina,Greensboro,2024-05-07,Finance,Accountant,Bachelor,90011,Good,No,1963-01-10,
00-93284973,Derrick,Watson,Male,Texas,Houston,2022-12-16,Customer Service,Help Desk Technician,High School,61164,Good,Yes,2000-04-27,
00-66345042,Eric,Pittman,Female,North Carolina,Charlotte,2017-03-23,Customer Service,Help Desk Technician,Bachelor,73494,Good,No,1990-10-13,
00-97478710,Caleb,Hicks,Male,Texas,Houston,2023-01-08,IT,IT Support Specialist,High School,67150,Good,No,1975-06-04,
00-86662916,Kimberly,Singh,Male,North Carolina,Raleigh,2019-10-10,Operations,Logistics Coordinator,Bachelor,62779,Satisfactory,Yes,1996-03-02,
00-32151612,Christopher,Rodriguez,Male,Louisiana,New Orleans,2023-08-18,Operations,Inventory Specialist,Bachelor,72573,Good,Yes,1973-01-15,
00-76412828,Noah,Benjamin,Male,North Carolina,Raleigh,2020-10-10,Sales,Sales Specialist,PhD,59121,Good,No,1995-09-20,
00-94715297,Tyler,Rodriguez,Female,North Carolina,Raleigh,2023-01-23,Operations,Logistics Coordinator,Bachelor,60324,Good,Yes,1994-06-07,
00-77948751,Amy,Blevins,Male,North Carolina,Raleigh,2023-02-01,IT,IT Support Specialist,Bachelor,61729,Good,No,1989-03-26,
00-54905223,Emily,Malone,Male,Georgia,Athens,2023-11-21,Operations,Logistics Coordinator,Bachelor,70973,Excellent,No,1974-04-29,
00-84325364,Barbara,Baldwin,Male,North Carolina,Raleigh,2020-02-10,Sales,Sales Representative,Bachelor,67462,Satisfactory,No,1969-07-08,
00-34417264,Juan,Jennings,Male,North Carolina,Greensboro,2021-03-18,Sales,Sales Consultant,Master,68464,Satisfactory,Yes,1984-08-24,
00-52467670,Michael,White,Male,North Carolina,Greensboro,2020-11-07,Operations,Operations Manager,Master,80719,Satisfactory,Yes,1974-02-05,
00-78332925,Andrew,Murphy,Male,California,Los Angeles,2019-02-24,Operations,Operations Analyst,Bachelor,90298,Good,No,1979-07-17,
00-80682560,Wanda,Murphy,Male,North Carolina,Raleigh,2019-12-02,Sales,Sales Representative,Bachelor,66533,Good,No,1990-01-05,
00-16298978,Charles,Coleman,Male,Georgia,Savannah,2017-04-06,Operations,Inventory Specialist,Bachelor,65283,Good,No,1984-02-24,
00-59014254,Dean,Cain,Male,Georgia,Athens,2023-08-30,Sales,Sales Representative,Bachelor,58982,Satisfactory,No,2001-01-06,
00-75842634,Brett,Payne,Female,North Carolina,Greensboro,2024-12-28,Customer Service,Customer Service Representative,High School,59146,Satisfactory,No,1991-10-27,
00-70556738,Anthony,Scott,Female,Texas,San Antonio,2021-12-26,Customer Service,Help Desk Technician,Bachelor,68906,Good,No,1991-02-25,
00-51823520,Curtis,Collier,Male,Louisiana,Shreveport,2024-09-21,Operations,Logistics Coordinator,Bachelor,68089,Good,No,1996-10-11,
00-84859716,Roger,Martin,Male,North Carolina,Raleigh,2023-05-11,IT,Software Developer,Master,80258,Good,No,1989-10-06,
00-41466320,Angela,Bartlett,Female,North Carolina,Charlotte,2024-05-02,IT,System Administrator,Bachelor,92799,Satisfactory,No,1999-03-07,
00-58963027,Jason,Mann,Female,Ohio,Cincinnati,2022-09-23,Operations,Operations Analyst,Bachelor,63142,Needs Improvement,No,1977-04-13,
00-11872578,Mary,Jordan,Female,Texas,Houston,2023-10-18,Operations,Operations Analyst,Master,69081,Good,Yes,1986-04-06,
00-53394412,Elizabeth,Shah,Female,New York,Rochester,2022-10-23,Sales,Sales Representative,Bachelor,63491,Satisfactory,No,1967-05-07,
00-85494457,Paige,Preston,Male,Georgia,Atlanta,2017-03-18,Sales,Sales Specialist,Master,56593,Good,No,1981-06-29,
00-97059499,Darryl,Marshall,Female,Louisiana,Baton Rouge,2020-02-16,Finance,Financial Analyst,Bachelor,67404,Needs Improvement,No,1994-09-02,
00-70494294,Heather,Rogers,Male,North Carolina,Greensboro,2023-08-03,Customer Service,Help Desk Technician,High School,70610,Excellent,Yes,1970-11-01,
00-99715921,Michael,Hobbs,Female,Texas,Dallas,2018-06-01,IT,System Administrator,Master,79352,Satisfactory,No,1991-01-30,
00-84980952,Sheri,Burgess,Male,North Carolina,Raleigh,2015-11-10,Operations,Operations Analyst,Bachelor,68001,Good,No,1990-11-28,
00-15037660,Jason,Rivera,Female,North Carolina,Raleigh,2022-02-19,Operations,Logistics Coordinator,Bachelor,58130,Good,Yes,1976-11-26,
00-78385109,Karen,Meyer,Female,North Carolina,Raleigh,2018-06-12,Marketing,Marketing Manager,Bachelor,81388,Good,No,1998-09-08,
00-89202929,Tammy,Howard,Female,North Carolina,Greensboro,2020-12-10,Marketing,Content Creator,High School,53347,Satisfactory,No,2001-12-07,
00-70581455,Randy,Salas,Male,North Carolina,Raleigh,2016-05-18,IT,IT Support Specialist,High School,59488,Excellent,Yes,1998-06-15,
00-96531953,Jacob,James,Male,North Carolina,Charlotte,2023-09-16,Sales,Sales Representative,Bachelor,66061,Satisfactory,No,1988-12-07,
00-65264994,Linda,Ashley,Male,Texas,San Antonio,2017-06-18,Sales,Sales Representative,Bachelor,72914,Satisfactory,No,1994-03-01,
00-71657612,Robin,Jones,Female,Texas,Dallas,2023-11-07,Marketing,Marketing Coordinator,Bachelor,61628,Satisfactory,No,1967-04-28,
00-90048589,Brittany,Ross,Female,North Carolina,Charlotte,2023-10-16,Operations,Logistics Coordinator,Bachelor,57862,Good,No,1998-07-17,
00-81090094,Miguel,Logan,Male,North Carolina,Greensboro,2019-01-30,Sales,Sales Representative,Bachelor,58752,Excellent,Yes,2001-01-05,
00-31969344,Allen,Brown,Female,North Carolina,Greensboro,2018-06-01,HR,HR Coordinator,Bachelor,55357,Good,No,1975-08-13,
00-92154492,Matthew,Flores,Male,North Carolina,Charlotte,2020-08-14,Sales,Sales Specialist,Master,55917,Good,No,1983-01-21,
00-53475550,Katherine,Wells,Female,New York,Buffalo,2017-04-05,Operations,Logistics Coordinator,Bachelor,58101,Good,No,1994-08-31,
00-51013671,Angela,Galloway,Female,North Carolina,Raleigh,2018-12-19,Finance,Financial Analyst,Bachelor,90061,Satisfactory,No,1973-09-17,
00-26104009,Beth,Evans,Female,North Carolina,Greensboro,2020-07-19,Operations,Operations Analyst,Master,79610,Good,No,1969-05-03,
00-79595625,Ashley,Smith,Female,North Carolina,Greensboro,2024-07-13,Customer Service,Customer Service Manager,Master,73603,Satisfactory,No,1992-06-02,
00-92825511,David,Rivera,Female,North Carolina,Charlotte,2016-10-17,Customer Service,Support Specialist,High School,57450,Satisfactory,No,1994-03-11,
00-66675399,Brian,Smith,Female,Florida,Orlando,2023-12-29,Sales,Sales Consultant,PhD,109499,Satisfactory,No,1975-11-08,
00-90838902,Ralph,Barrera,Male,North Carolina,Greensboro,2020-08-05,Customer Service,Customer Service Representative,Bachelor,65173,Excellent,Yes,1976-12-28,
00-46033874,Matthew,Robles,Female,Georgia,Athens,2015-04-18,Customer Service,Help Desk Technician,Bachelor,76690,Good,No,1985-10-25,
00-64147497,Andrea,Tanner,Female,Ohio,Cincinnati,2024-01-20,Sales,Sales Representative,Bachelor,56539,Good,No,1991-09-05,
00-33073981,Fernando,Sullivan,Female,North Carolina,Raleigh,2017-06-26,Finance,Financial Analyst,Master,79375,Good,Yes,1972-10-17,
00-75856240,Darrell,Mcdaniel,Male,North Carolina,Raleigh,2020-06-06,Operations,Inventory Specialist,Bachelor,61743,Satisfactory,No,1984-08-04,
00-10580070,Michelle,Wagner,Male,California,San Francisco,2023-04-06,Sales,Sales Representative,Bachelor,74360,Satisfactory,Yes,1986-06-26,
00-69066955,Miranda,Morgan,Female,North Carolina,Charlotte,2015-03-29,Operations,Operations Analyst,Bachelor,76713,Satisfactory,No,1981-08-04,
00-69281101,Kevin,Mullins,Male,Georgia,Atlanta,2021-09-21,IT,Software Developer,Bachelor,104061,Good,Yes,1973-07-20,
00-52030977,Susan,Perez,Male,Florida,Miami,2021-02-03,Marketing,Marketing Coordinator,Bachelor,64331,Good,Yes,1994-08-23,
00-18966295,Steven,Ramos,Female,Georgia,Atlanta,2016-12-07,Customer Service,Customer Service Representative,Bachelor,57729,Satisfactory,No,1997-03-13,
00-92429884,Nicholas,Sanchez,Female,Georgia,Atlanta,2017-02-27,Customer Service,Help Desk Technician,High School,74099,Excellent,No,1965-06-15,
00-27439393,William,Morris,Male,Louisiana,New Orleans,2017-05-24,Customer Service,Support Specialist,High School,60421,Needs Improvement,No,1970-09-05,
00-74098143,Wanda,Owens,Female,North Carolina,Greensboro,2018-10-02,Customer Service,Help Desk Technician,Bachelor,83348,Good,No,1993-08-04,
00-18600642,Harry,Meyer,Female,North Carolina,Greensboro,2020-10-14,Sales,Sales Specialist,PhD,75667,Satisfactory,Yes,1981-07-19,
00-32302438,Sandra,Watts,Male,North Carolina,Greensboro,2016-09-20,Marketing,Content Creator,Bachelor,62178,Good,No,1984-06-17,
00-23701929,Zachary,Moses,Male,North Carolina,Greensboro,2023-06-03,Sales,Sales Representative,Bachelor,60164,Satisfactory,No,1983-04-01,
00-47888364,Amber,Long,Male,North Carolina,Raleigh,2017-02-25,Sales,Sales Representative,Bachelor,80687,Satisfactory,Yes,1994-09-10,
00-23037008,Chelsea,Fuentes,Male,North Carolina,Raleigh,2017-05-21,Operations,Inventory Specialist,High School,59208,Satisfactory,No,1998-07-04,
00-72788352,Kimberly,Webb,Female,North Carolina,Greensboro,2024-05-28,Sales,Sales Consultant,Bachelor,85274,Good,No,1974-06-12,
00-31350196,Tammy,Thomas,Female,California,Los Angeles,2020-06-28,Operations,Operations Analyst,Bachelor,53671,Needs Improvement,No,1977-01-20,
00-66424872,Michael,Stevens,Male,Florida,Tampa,2018-08-06,Sales,Sales Specialist,Master,62156,Satisfactory,No,1992-06-29,
00-70625226,Joshua,Frey,Male,North Carolina,Charlotte,2022-11-24,Sales,Sales Representative,Bachelor,63367,Needs Improvement,Yes,2003-01-11,
00-58440460,Trevor,Vazquez,Female,North Carolina,Charlotte,2015-08-05,Marketing,SEO Specialist,High School,68703,Good,No,1975-12-13,
00-61108781,Shane,Nicholson,Male,North Carolina,Greensboro,2019-06-09,Sales,Sales Specialist,Bachelor,74940,Good,No,1971-05-28,
00-62522074,Carrie,Golden,Male,New York,New York City,2017-11-21,Customer Service,Support Specialist,Bachelor,67265,Good,No,1990-11-25,
00-85418210,Jeremy,Blackwell,Female,Texas,San Antonio,2015-06-09,Sales,Sales Consultant,Master,92398,Good,No,1974-11-01,
00-93559966,Tracey,Ward,Female,North Carolina,Raleigh,2019-04-24,Customer Service,Customer Service Representative,Bachelor,52521,Good,No,1986-06-30,
00-14331838,Julia,Vaughn,Male,North Carolina,Greensboro,2018-10-24,Operations,Operations Manager,Master,104149,Good,Yes,1984-09-09,
00-48342236,Andrea,Miller,Male,North Carolina,Greensboro,2018-02-06,Customer Service,Support Specialist,High School,60907,Satisfactory,No,1988-08-14,
00-25549968,Jeffrey,Strickland,Female,Texas,Dallas,2015-10-22,Sales,Sales Manager,Master,113757,Excellent,No,1975-04-22,
00-10297921,George,Johnson,Female,North Carolina,Charlotte,2023-04-07,IT,Software Developer,Bachelor,76608,Satisfactory,No,1969-12-14,
00-91749786,Xavier,Smith,Female,Georgia,Athens,2018-08-21,Operations,Inventory Specialist,Bachelor,62120,Good,No,1983-08-28,
00-77383612,Anthony,Williams,Male,North Carolina,Charlotte,2019-01-26,Marketing,SEO Specialist,Bachelor,68979,Good,No,2000-02-20,
00-76809327,Ashley,Evans,Female,North Carolina,Raleigh,2024-09-01,Operations,Inventory Specialist,Bachelor,58958,Good,No,1996-01-11,
00-95387061,Anthony,Faulkner,Male,North Carolina,Charlotte,2022-01-05,Operations,Inventory Specialist,High School,57310,Satisfactory,Yes,2001-09-24,
00-69435710,Anne,Duke,Female,Texas,San Antonio,2017-08-29,Sales,Sales Consultant,Master,85291,Satisfactory,No,1996-01-29,
00-59305455,Pamela,Carroll,Female,Texas,Dallas,2017-05-12,Sales,Sales Consultant,PhD,78593,Good,Yes,1991-09-14,
00-46796541,Terrance,Harrell,Male,North Carolina,Greensboro,2018-07-03,Marketing,Marketing Coordinator,Bachelor,66938,Good,No,1986-07-12,
00-36327534,Joseph,Murphy,Male,Georgia,Savannah,2022-08-16,IT,Software Developer,Bachelor,97925,Excellent,No,1998-04-05,
00-43667717,April,Robinson,Male,North Carolina,Charlotte,2020-02-24,Sales,Sales Consultant,PhD,70331,Satisfactory,Yes,1984-09-21,
00-47785650,Kenneth,Dillon,Female,North Carolina,Raleigh,2016-04-24,Sales,Sales Representative,Bachelor,70287,Good,Yes,1970-07-30,
00-99941233,Donna,Watson,Female,North Carolina,Greensboro,2019-05-07,Operations,Inventory Specialist,High School,63159,Excellent,No,1978-12-13,
00-10340986,Elizabeth,Beasley,Male,North Carolina,Greensboro,2020-01-27,Operations,Inventory Specialist,Bachelor,64908,Good,No,1990-06-01,
00-84239394,Brandi,Mclean,Male,Ohio,Cincinnati,2016-01-20,Marketing,Content Creator,Bachelor,62766,Good,Yes,1995-02-24,
00-83040827,Jonathan,Moon,Female,North Carolina,Greensboro,2024-11-19,Customer Service,Help Desk Technician,High School,64784,Satisfactory,No,1989-05-27,
00-88123054,Donald,Leonard,Female,Texas,San Antonio,2020-06-02,IT,Software Developer,Master,80990,Satisfactory,No,2000-03-10,
00-18965725,Diane,Grant,Female,North Carolina,Charlotte,2018-06-02,Operations,Inventory Specialist,High School,62616,Excellent,No,1993-10-23,
00-21247923,Phillip,Chen,Female,North Carolina,Raleigh,2024-06-06,Sales,Sales Specialist,PhD,71974,Excellent,No,1960-05-02,
00-96203161,Susan,Robertson,Male,North Carolina,Greensboro,2022-06-21,Customer Service,Help Desk Technician,Bachelor,90635,Good,No,1992-09-28,
00-47908577,Brianna,Graham,Male,North Carolina,Raleigh,2019-12-24,IT,Software Developer,Bachelor,123325,Good,No,1964-06-17,
00-29362613,Nancy,Munoz,Male,North Carolina,Charlotte,2018-03-28,Marketing,Marketing Coordinator,Bachelor,79484,Excellent,Yes,1993-05-26,
00-67734054,Alexandra,Allen,Male,Georgia,Athens,2023-05-22,Sales,Sales Consultant,Bachelor,97045,Good,No,1993-07-23,
00-55030474,Denise,Rivera,Male,Texas,Houston,2018-06-05,Sales,Sales Specialist,PhD,58395,Needs Improvement,Yes,1979-10-02,
00-53798530,Amber,Black,Male,North Carolina,Raleigh,2017-01-22,Operations,Inventory Specialist,Bachelor,67584,Good,No,1970-10-27,
00-87655214,Lisa,Warren,Female,North Carolina,Raleigh,2017-10-08,Operations,Inventory Specialist,High School,62142,Good,No,1986-06-02,
00-49637892,Melissa,Holland,Female,North Carolina,Charlotte,2020-01-17,Customer Service,Customer Service Manager,PhD,108864,Good,No,1960-08-15,
00-85792819,Gwendolyn,Schmidt,Female,North Carolina,Charlotte,2019-08-23,Operations,Inventory Specialist,High School,58374,Good,No,1994-08-14,
00-97640836,Daniel,Watkins,Male,North Carolina,Charlotte,2021-06-30,Operations,Logistics Coordinator,Bachelor,62671,Good,No,1997-12-30,
00-50398451,Christopher,Oneill,Male,North Carolina,Greensboro,2018-05-16,Sales,Sales Specialist,PhD,55316,Good,Yes,1988-10-24,
00-43346478,Nicole,Chavez,Female,Ohio,Cleveland,2024-07-05,Operations,Inventory Specialist,High School,55556,Satisfactory,Yes,1979-12-02,
00-99625773,Laura,Glover,Male,California,Los Angeles,2019-11-17,Sales,Sales Specialist,Bachelor,66383,Good,No,1960-01-06,
00-17318741,David,Koch,Female,North Carolina,Charlotte,2024-09-20,Marketing,Marketing Coordinator,Bachelor,71965,Satisfactory,No,1989-07-28,
00-78156856,Hannah,Kaiser,Male,North Carolina,Charlotte,2023-04-20,Sales,Sales Specialist,Bachelor,62178,Satisfactory,No,1991-06-01,
00-76274543,Jennifer,Underwood,Male,North Carolina,Greensboro,2019-09-21,Marketing,Marketing Coordinator,Bachelor,63859,Good,No,1994-05-25,
00-15608342,Cheryl,Herrera,Female,North Carolina,Greensboro,2019-05-09,IT,Software Developer,Bachelor,103074,Satisfactory,Yes,1970-08-31,
00-60251458,James,Pierce,Male,North Carolina,Greensboro,2022-11-29,Operations,Inventory Specialist,High School,66064,Good,No,1971-08-14,
00-27542185,Shannon,Arnold,Male,North Carolina,Raleigh,2024-05-31,IT,Software Developer,Bachelor,112940,Good,No,1985-03-05,
00-81934635,Lauren,Johnson,Female,North Carolina,Greensboro,2020-12-07,Marketing,Content Creator,Bachelor,64104,Good,Yes,1974-12-07,
00-73366234,Daniel,Perez,Female,North Carolina,Charlotte,2016-01-27,Marketing,Content Creator,High School,56623,Good,No,1982-03-18,
00-40617702,Casey,Hayes,Male,North Carolina,Greensboro,2024-04-28,Sales,Sales Specialist,Bachelor,62178,Good,No,1982-02-16,
00-47743439,Timothy,Maxwell,Female,North Carolina,Charlotte,2024-06-09,Operations,Logistics Coordinator,Bachelor,53945,Good,No,1982-05-02,
00-17120954,Grace,Torres,Male,Florida,Miami,2022-02-09,IT,System Administrator,Bachelor,83563,Satisfactory,Yes,1992-11-20,
00-92800270,Kevin,Long,Female,Florida,Orlando,2023-11-19,Sales,Sales Specialist,Master,64508,Excellent,No,1970-07-30,
00-93989705,Megan,Reeves,Male,Texas,Dallas,2017-08-04,Operations,Operations Analyst,Master,61724,Good,No,1981-12-02,
00-69190054,Robert,Moore,Male,North Carolina,Charlotte,2015-06-03,IT,IT Support Specialist,Bachelor,60919,Satisfactory,No,2003-03-08,
00-45002263,Nicholas,Acevedo,Male,North Carolina,Greensboro,2015-01-25,IT,IT Support Specialist,Bachelor,59389,Needs Improvement,No,1981-02-17,
00-58012995,Elizabeth,Shelton,Female,North Carolina,Greensboro,2023-04-21,HR,HR Assistant,Bachelor,60387,Satisfactory,Yes,1964-09-26,
00-58589282,Michelle,Williams,Male,North Carolina,Greensboro,2017-04-17,IT,System Administrator,Master,66186,Good,No,1995-02-07,
00-55569841,Joseph,Suarez,Female,North Carolina,Charlotte,2024-08-28,Customer Service,Help Desk Technician,High School,73916,Good,No,1968-10-15,
00-67478860,Erin,Cunningham,Male,North Carolina,Raleigh,2017-03-18,IT,Software Developer,Bachelor,86258,Good,Yes,1985-03-21,
00-74723082,Jeffrey,Mullins,Female,Florida,Tampa,2024-12-26,Operations,Inventory Specialist,Bachelor,54357,Good,No,1998-03-20,
00-90981527,Samantha,Melton,Female,North Carolina,Raleigh,2024-04-30,Sales,Sales Consultant,Master,94548,Good,No,1986-06-12,
00-15014235,Jennifer,Marshall,Female,Louisiana,New Orleans,2017-10-27,IT,Software Developer,Master,92635,Needs Improvement,No,2002-09-02,
00-72005837,Nicole,Strong,Male,California,Fresno,2017-09-25,Sales,Sales Representative,Bachelor,73221,Good,Yes,1983-05-01,
00-11341533,William,Thomas,Female,North Carolina,Greensboro,2017-12-16,Sales,Sales Consultant,Master,103372,Good,No,1967-07-29,
00-53051786,Michael,Johnson,Male,North Carolina,Raleigh,2020-04-15,Customer Service,Support Specialist,High School,63987,Needs Improvement,Yes,1975-05-10,
00-21281813,Chloe,Robinson,Female,North Carolina,Greensboro,2020-05-28,Sales,Sales Representative,Bachelor,64856,Satisfactory,No,1961-06-07,
00-66745002,Jacqueline,Valdez,Female,North Carolina,Raleigh,2024-11-26,Customer Service,Support Specialist,Bachelor,56903,Good,No,1974-04-13,
00-82268887,James,Mueller,Male,North Carolina,Greensboro,2016-12-20,Sales,Sales Specialist,Bachelor,61319,Satisfactory,Yes,2002-08-26,
00-79154480,Valerie,Kennedy,Male,North Carolina,Charlotte,2022-05-18,HR,Recruiter,High School,71542,Satisfactory,No,1999-02-12,
00-98205889,Tina,Smith,Female,North Carolina,Raleigh,2023-07-09,Sales,Sales Consultant,Bachelor,83256,Good,No,1967-01-30,
00-20459318,April,Simmons,Female,North Carolina,Charlotte,2021-06-21,Operations,Operations Analyst,Bachelor,55482,Satisfactory,No,1995-08-23,
00-54071077,Jacob,Wilson,Male,North Carolina,Raleigh,2019-01-31,Finance,Financial Analyst,Master,95563,Good,No,1970-07-04,
00-39042955,Alex,Ramirez,Male,North Carolina,Charlotte,2017-09-17,Operations,Inventory Specialist,Bachelor,67389,Needs Improvement,No,2003-08-17,
00-65724270,Rachel,Ortega,Female,Georgia,Savannah,2023-08-11,Finance,Accountant,Bachelor,70279,Good,No,1977-04-13,
00-65695183,Collin,Porter,Female,North Carolina,Greensboro,2020-07-01,Sales,Sales Consultant,Bachelor,75682,Good,No,1986-04-07,
00-29748002,Nicole,Davidson,Male,Georgia,Athens,2024-01-15,Marketing,Marketing Coordinator,Bachelor,73355,Needs Improvement,No,1987-07-24,
00-34911100,Jimmy,Hawkins,Male,North Carolina,Greensboro,2016-05-26,Sales,Sales Specialist,Master,56007,Good,No,1996-06-25,
00-33159499,Megan,Garcia,Male,North Carolina,Raleigh,2015-08-19,Operations,Logistics Coordinator,Bachelor,65634,Excellent,No,1991-04-16,
00-23282288,Robert,Garcia,Male,California,San Francisco,2017-11-09,Finance,Accountant,Bachelor,93173,Satisfactory,No,1988-08-20,
00-38756724,Shelby,Bell,Male,California,San Francisco,2018-07-04,Customer Service,Support Specialist,Bachelor,70502,Excellent,No,1988-02-17,
00-11548917,Julie,Bryant,Female,California,San Francisco,2016-07-30,Customer Service,Support Specialist,High School,65547,Good,Yes,1982-03-20,
00-91902552,Carolyn,Torres,Female,North Carolina,Raleigh,2018-07-21,Operations,Inventory Specialist,High School,59772,Good,Yes,1982-07-28,
00-84461003,Wesley,Jones,Male,North Carolina,Raleigh,2023-09-27,Customer Service,Help Desk Technician,Bachelor,79738,Satisfactory,No,1998-12-29,
00-70067848,Latasha,Aguilar,Male,North Carolina,Charlotte,2017-03-08,Sales,Sales Specialist,PhD,62899,Satisfactory,Yes,1967-02-01,
00-44948687,Kevin,Gonzalez,Male,Florida,Tampa,2019-07-01,Finance,Finance Manager,PhD,103060,Good,No,1967-08-13,
00-80720107,Shawn,Watson,Male,North Carolina,Raleigh,2018-02-28,IT,System Administrator,Bachelor,89959,Good,Yes,1986-12-25,
00-37302330,Barbara,Mejia,Female,North Carolina,Greensboro,2018-01-13,IT,IT Support Specialist,High School,57876,Satisfactory,Yes,1993-05-18,
00-78597030,Joe,Powell,Male,Georgia,Athens,2024-08-28,Operations,Inventory Specialist,Bachelor,67889,Good,Yes,1976-10-24,
00-41848092,Christina,Garcia,Female,Florida,Miami,2019-02-27,IT,Software Developer,Bachelor,85990,Good,Yes,1974-10-13,
00-25294134,Anthony,Thomas,Female,North Carolina,Raleigh,2018-04-14,Operations,Logistics Coordinator,Bachelor,57536,Good,No,1975-05-19,
00-81520078,Derrick,Byrd,Male,North Carolina,Charlotte,2017-07-09,Operations,Inventory Specialist,High School,57528,Good,Yes,1968-04-02,
00-77586825,Amy,Gaines,Female,North Carolina,Charlotte,2020-06-04,Marketing,Content Creator,High School,59826,Satisfactory,No,1966-10-11,
00-44329469,Barbara,Hernandez,Female,North Carolina,Raleigh,2019-06-05,Operations,Operations Analyst,Bachelor,55566,Good,Yes,1983-11-20,
00-24757985,Vincent,Lawson,Male,North Carolina,Raleigh,2023-06-02,Customer Service,Help Desk Technician,High School,72813,Needs Improvement,No,1971-07-12,
00-27262411,Brian,Riley,Male,Florida,Tampa,2017-09-09,Operations,Operations Analyst,Bachelor,81261,Good,Yes,1982-07-10,
00-18760281,Todd,Cross,Male,North Carolina,Greensboro,2022-05-24,Marketing,Content Creator,Bachelor,59450,Good,No,1988-07-23,
